kingdom	phylum	class	order	family	genus	scientificname
Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Thamnophilus	Thamnophilus aethiops subsp. distans
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Chlorochrysa	Chlorochrysa calliparaea bourcieri (Bonaparte, 1851)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Chlorospingus	Chlorospingus ophthalmicus subsp. trudis
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Dacnis	Dacnis Cuvier, 1816
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Diglossa	Diglossa albilatera affinis Zimmer, 1942
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Diglossa	Diglossa indigotica Sclater, 1856
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Euphonia	Euphonia chlorotica cynophora (Oberholser, 1918)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Euphonia	Euphonia laniirostris laniirostris (Orbigny & Lafresnaye, 1837)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Euphonia	Euphonia plumbea Du Bus de Gisignies, 1855
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Heterospingus	Heterospingus rubrifrons (Lawrence, 1865)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Spindalis	Spindalis zena pretrei (Lesson, 1831)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tachyphonus	Tachyphonus luctuosus panamensis Todd, 1917
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tangara	Tangara labradorides labradorides (Boissonneau, 1840)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tangara	Tangara lavinia dalmasi (Hellmayr, 1910)
Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tangara	Tangara rufigenis (P. L. Sclater, 1857)
Animalia	Chordata	Aves	Passeriformes	Timaliidae	Myiothera	Myiothera Illiger, 1811
Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Campylorhynchus	Campylorhynchus griseus subsp. bicolor
Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cinnycerthia	Cinnycerthia Lesson, 1844
Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Pheugopedius	Pheugopedius euophrys subsp. atriceps
Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Thryomanes	Thryomanes bewickii subsp. charienturus
Animalia	Chordata	Aves	Passeriformes	Turdidae	Brachypteryx	Brachypteryx hyperythra Jerdon & Blyth, 1861
Animalia	Chordata	Aves	Passeriformes	Turdidae	Brachypteryx	Brachypteryx stellata subsp. stellata
Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus aurantiirostris (Hartlaub, 1850)
Animalia	Chordata	Aves	Passeriformes	Turdidae	Neocossyphus	Neocossyphus rufus (Fischer & Reichenow, 1884)
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus Linnaeus, 1758
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus grayi subsp. incomptus
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus melinus Latham, 1802
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus subalaris (Seebohm, 1887)
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus swalesi (Wetmore, 1927)
Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	Turdus unicolor Tickell, 1833
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Contopus	Contopus fumigatus cineraceus (Lafresnaye, 1848)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	Empidonax affinis pulverius Brewster, 1889
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	Empidonax albigularis P. L. Sclater & Salvin, 1859
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Inezia	Inezia subflava (P. L. Sclater & Salvin, 1873)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Mionectes	Mionectes rufiventris Cabanis, 1846
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus	Myiarchus crinitus boreus Bangs, 1898
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiophobus	Myiophobus flavicans perijanus Phelps & W. H. Phelps Jr, 1957
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiornis	Myiornis albiventris (Berlepsch & Stolzmann, 1894)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Ochthoeca	Ochthoeca diadema meridana Phelps & W. H. Phelps Jr, 1950
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Ochthoeca	Ochthoeca fumicolor P. L. Sclater, 1856
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Ochthoeca	Silvicultrix diadema (Hartlaub, 1843)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Poecilotriccus	Poecilotriccus latirostris austroriparius (Todd, 1952)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Poecilotriccus	Todirostrum russatum (Salvin & Godman, 1884)
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Pyrocephalus	Pyrocephalus rubinus ardens Zimmer, 1941
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Terenotriccus	Myiobius erythrurus Cabanis, 1847
Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tolmomyias	Tolmomyias sulphurescens duidae Zimmer, 1939
Animalia	Chordata	Aves	Passeriformes	Vireonidae	Cyclarhis	Cyclarhis gujanensis subsp. cearensis
Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops flavifrons subsp. brevicauda
Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops mysorensis Meyer, 1875
Animalia	Chordata	Aves	Passeriformes	NULL	Myiothlypis	Myiothlypis nigrocristatus
Animalia	Chordata	Aves	Passeriformes	NULL	Spermestes	Spermestes bicolor
Animalia	Chordata	Aves	Passeriformes	NULL	Spermestes	Spermestes cucullatus
Animalia	Chordata	Aves	Passeriformes	Aegithalidae	Aegithalos	Aegithalos iouschistos (Blyth, 1845)
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Alauda	Alauda razae (Alexander, 1898)
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Coraphites	Coraphites Cabanis, 1847
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Galerida	Galerida theklae subsp. praetermissa
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Lullula	Lullula Kaup, 1829
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Mirafra	Mirafra affinis Blyth, 1845
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Mirafra	Mirafra hova Hartlaub, 1860
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Mirafra	Mirafra poecilosterna (Reichenow, 1879)
Animalia	Chordata	Aves	Passeriformes	Alaudidae	Mirafra	Mirafra rufocinnamomea subsp. rufocinnamomea
Animalia	Chordata	Aves	Passeriformes	Bombycillidae	Bombycilla	Bombycilla garrulus (Linnaeus, 1758)
Animalia	Chordata	Aves	Passeriformes	Bombycillidae	Bombycilla	Bombycilla garrulus garrulus (Linnaeus, 1758)
Animalia	Chordata	Aves	Passeriformes	Callaeatidae	Philesturnus	Philesturnus carunculatus subsp. carunculatus
Animalia	Chordata	Aves	Passeriformes	Campephagidae	Lalage	Lalage leucomela subsp. conjuncta
Animalia	Chordata	Aves	Passeriformes	Campephagidae	Pericrocotus	Pericrocotus cinnamomeus subsp. saturatus
Animalia	Chordata	Aves	Passeriformes	Campephagidae	Pericrocotus	Pericrocotus flammeus subsp. flammeus
Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Passerina	Passerina versicolor pulchra Ridgway, 1887
Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Saltator	Saltator atricollis Vieillot, 1817
Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Saltator	Saltator grossus saturatus (Todd, 1922)
Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Saltator	Saltator striatipectus peruvianus Cory, 1916
Animalia	Chordata	Aves	Passeriformes	Certhiidae	Certhia	Certhia familiaris subsp. britannica
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Apalis	Apalis kaboboensis Prigogine, 1955
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Camaroptera	Camaroptera brachyura subsp. aschani
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Cisticola	Cisticola cantans (Heuglin, 1869)
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Cisticola	Cisticola erythrops subsp. erythrops
Animalia	Chordata	Aves	Passeriformes	Cisticolidae	Prinia	Prinia subflava subsp. melanorhyncha
Animalia	Chordata	Aves	Passeriformes	Coerebidae	Coereba	Coereba flaveola sharpei (Cory, 1886)
Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus monedula subsp. monedula
Animalia	Chordata	Aves	Passeriformes	Corvidae	Dendrocitta	Dendrocitta bayleyi Tytler, 1863
Animalia	Chordata	Aves	Passeriformes	Corvidae	Garrulus	Garrulus lanceolatus Vigors, 1831
Animalia	Chordata	Aves	Passeriformes	Corvidae	Pachycephala	Pachycephala aurea Reichenow, 1899
Animalia	Chordata	Aves	Passeriformes	Corvidae	Pachycephala	Pachycephala olivacea subsp. macphersoniana
Animalia	Chordata	Aves	Passeriformes	Corvidae	Perisoreus	Perisoreus canadensis (Linnaeus, 1766)
Animalia	Chordata	Aves	Passeriformes	Corvidae	Pyrrhocorax	Pyrrhocorax pyrrhocorax subsp. docilis
Animalia	Chordata	Aves	Passeriformes	Cotingidae	Oxyruncus	Oxyruncus cristatus Swainson, 1821
Animalia	Chordata	Aves	Passeriformes	Cotingidae	Rupicola	Rupicola peruvianus (Latham, 1790)
Animalia	Chordata	Aves	Passeriformes	Cracticidae	Cracticus	Craticus Eyton, 1841
Animalia	Chordata	Aves	Passeriformes	Dicruridae	Dicrurus	Dicrurus hottentottus subsp. borneensis
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Acanthidops	Acanthidops bairdi
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Aimophila	Aimophila carpalis subsp. carpalis
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Aimophila	Aimophila quinquestriata quinquestriata (P. L. Sclater & Salvin, 1868)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Arremon	Arremon castaneiceps (Sclater, 1859)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Chondestes	Chondestes grammacus subsp. grammacus
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Coryphospingus	Coryphospingus Cabanis, 1851
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	Emberiza affinis nigeriae Bannerman & Bates, 1926
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	Emberiza schoeniclus reiseri Hartert, 1904
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco hyemalis caniceps (Woodhouse, 1853)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Melospiza	Melospiza melodia caurina Ridgway, 1899
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Oryzoborus	Oryzoborus angolensis angolensis (Linnaeus, 1766)
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo	Pipilo crissalis carolae McGregor, 1899
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo	Pipilo fuscus texanus Van Rossem, 1934
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Sicalis	Sycalis Tschudi, 1844
Animalia	Chordata	Aves	Passeriformes	Emberizidae	Zonotrichia	Zonotrichia capensis (Statius Muller, 1776)
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Coccopygia	Coccopygia Reichenbach, 1862
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Coccopygia	Coccopygia quartinia
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Estrilda	Estrilda astrild subsp. cavendishi
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Estrilda	Estrilda atricapilla Verreaux & Verreaux, 1851
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Padda	Padda Reichenbach, 1850
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Parmoptila	Parmoptila woodhousei subsp. ansorgei
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Pytilia	Pytilia melba subsp. citerior
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Uraeginthus	Uraeginthus angolensis subsp. angolensis
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Uraeginthus	Uraeginthus cyanocephalus (Richmond, 1897)
Animalia	Chordata	Aves	Passeriformes	Estrildidae	Uraeginthus	Uraeginthus granatinus (Linnaeus, 1766)
Animalia	Chordata	Aves	Passeriformes	Eurylaimidae	Cymbirhynchus	Cymbirhynchus Vigors, 1830
Animalia	Chordata	Aves	Passeriformes	Formicariidae	Chamaeza	Chamaeza campanisona subsp. berlepschi
Animalia	Chordata	Aves	Passeriformes	Formicariidae	Chamaeza	Chamaeza turdina subsp. chionogaster
Animalia	Chordata	Aves	Passeriformes	Formicariidae	Formicarius	Formicarius rufifrons Blake, 1957
Animalia	Chordata	Aves	Passeriformes	Formicariidae	Grallaria	Grallaria andicolus (Cabanis, 1873)
Animalia	Chordata	Aves	Passeriformes	Formicariidae	Grallaria	Grallaria gigantea subsp. hylodroma
Animalia	Chordata	Aves	Passeriformes	Formicariidae	Grallaria	Grallaria ridgelyi Krabbe, Agro, Rice, Jacome, Navarrete et al., 1999
Animalia	Chordata	Aves	Passeriformes	Formicariidae	Grallaricula	Grallaricula flavirostris subsp. boliviana
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Cardinalis	Cardinalis cardinalis (Linnaeus, 1758)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	Carduelis flavirostris korejevi (Zarudny & Harms, 1914)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	Carduelis psaltria hesperophilus (Oberholser, 1903)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	Carduelis spinoides Vigors, 1831
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	Carduelis tristis salicamans (Grinnell, 1897)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carpodacus	Carpodacus pulcherrimus subsp. pulcherrimus
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carpodacus	Carpodacus rodochrous (Vigors, 1831)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Chloris	Chloris monguilloti
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Crithagra	Crithagra totta
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte	Leucosticte brandti pallidior Bianchi, 1908
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pinicola	Pinicola enucleator kamtschathensis (Dybowski, 1883)
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pyrrhula	Pyrrhula Brisson, 1760
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Serinus	Serinus atrogularis subsp. atrogularis
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Serinus	Serinus citrinelloides subsp. citrinelloides
Animalia	Chordata	Aves	Passeriformes	Fringillidae	Serinus	Serinus leucopygius subsp. leucopygius
Animalia	Chordata	Aves	Passeriformes	Furnariidae	NULL	Furnariidae Gray, 1840
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Asthenes	Asthenes cactorum monticola Koepcke, 1965
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Cinclodes	Cinclodes albidiventris subsp. albidiventris
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Cinclodes	Cinclodes fuscus albidiventris P. L. Sclater, 1860
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Cinclodes	Cinclodes oustaleti hornensis Dabbene, 1917
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Coryphistera	Coryphistera alaudina subsp. alaudina
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrocincla	Dendrocincla merula remota Todd, 1925
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendroplex	Dendroplex picus subsp. saturatior
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Furnarius	Furnarius leucopus assimilis Cabanis & Heine, 1859
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Geositta	Geositta peruviana paytae Menegaux & Hellmayr, 1906
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Hylocryptus	Hylocryptus Chapman, 1919
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Microxenops	Microxenops milleri
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Schizoeaca	Schizoeaca Cabanis, 1873
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Synallaxis	Synallaxis stictothorax P. L. Sclater, 1859
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Synallaxis	Synallaxis unirufa unirufa Lafresnaye, 1843
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Syndactyla	Syndactyla rufosuperciliata acrita (Oberholser, 1901)
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	Xiphorhynchus picus deltanus Phelps & W. H. Phelps Jr, 1952
Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	Xiphorhynchus picus longirostris (Richmond, 1896)
Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Atticora	Atticora pileata
Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Cecropis	Cecropis striolata subsp. striolata
Animalia	Chordata	Aves	Passeriformes	Icteridae	Agelaius	Agelaius phoeniceus (Linnaeus, 1766)
Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	Icterus gularis gigas Griscom, 1930
Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	Icterus pustulatus sclateri Cassin, 1867
Animalia	Chordata	Aves	Passeriformes	Icteridae	Quiscalus	Quiscalus mexicanus (Gmelin, 1788)
Animalia	Chordata	Aves	Passeriformes	Icteridae	Quiscalus	Quiscalus niger (Boddaert, 1783)
Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	Sturnella magna hoopesi Stone, 1897
Animalia	Chordata	Aves	Passeriformes	Irenidae	Chloropsis	Chloropsis cochinchinensis subsp. natunensis
Animalia	Chordata	Aves	Passeriformes	Irenidae	Irena	Irena puella subsp. turcosa
Animalia	Chordata	Aves	Passeriformes	Laniidae	Corvinella	Corvinella corvina subsp. togoensis
Animalia	Chordata	Aves	Passeriformes	Laniidae	Eurocephalus	Eurocephalus anguitimens Smith, 1836
Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Prionops	Prionops caniceps subsp. harterti
Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Telophorus	Telophorus bocagei subsp. bocagei
Animalia	Chordata	Aves	Passeriformes	Melanocharitidae	Toxorhamphus	Toxorhamphus iliolophus subsp. iliolophus
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Meliphaga	Meliphaga flavirictus crockettorum Mayr & Meyer de Schauensee, 1940
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Meliphaga	Meliphaga mimikae granti Rand, 1936
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Meliphaga	Meliphaga orientalis (A. B. Meyer, 1894)
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Melitograis	Melitograis gilolensis (Bonaparte, 1850)
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Myzomela	Myzomela cruentata lavongai Salomonsen, 1966
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Myzomela	Myzomela nigrita subsp. nigrita
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Philemon	Philemon argenticeps subsp. argenticeps
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Philemon	Philemon citreogularis papuanus Mayr & Rand, 1935
Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Xanthotis	Xanthotis flaviventer madaraszi (Rothschild & Hartert, 1903)
Animalia	Chordata	Aves	Passeriformes	Mimidae	Allenia	Allenia fusca subsp. hypenema
Animalia	Chordata	Aves	Passeriformes	Mimidae	Toxostoma	Toxostoma crissale subsp. coloradense
Animalia	Chordata	Aves	Passeriformes	Monarchidae	Arses	Arses Lesson, 1830
Animalia	Chordata	Aves	Passeriformes	Monarchidae	Chasiempis	Chasiempis sclateri
Animalia	Chordata	Aves	Passeriformes	Monarchidae	Elminia	Elminia longicauda subsp. longicauda
Animalia	Chordata	Aves	Passeriformes	Monarchidae	Myiagra	Myiagra rubecula subsp. papuana
Animalia	Chordata	Aves	Passeriformes	Monarchidae	Terpsiphone	Terpsiphone paradisi subsp. saturatior
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	Anthus petrosus subsp. kleinschmidti
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	Anthus similis subsp. dewittei
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	Anthus vaalensis subsp. goodsoni
Animalia	Chordata	Aves	Passeriformes	Motacillidae	Macronyx	Macronyx capensis subsp. capensis
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Cyornis	Cyornis hoevelli (Meyer, 1903)
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Cyornis	Cyornis poliogenys Brooks, 1879
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Cyornis	Cyornis superbus Stresemann, 1925
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Cyornis	Cyornis tickelliae subsp. sumatrensis
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Muscicapa	Muscicapa aquatica subsp. aquatica
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Muscicapa	Muscicapa infuscata subsp. infuscata
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Myiomela	Myiomela leucura
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Saxicola	Saxicola dacotiae (Meade-Waldo, 1889)
Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Saxicola	Saxicola torquatus subsp. oreobates
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Dicaeum	Dicaeum everetti subsp. everetti
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Hedydipna	Hedydipna metallica
Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Hypogramma	Hypogramma hypogrammicum subsp. mariae
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Calamanthus	Calamanthus fuliginosus subsp. bourneorum
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Crateroscelis	Crateroscelis nigrorufa subsp. nigrorufa
Animalia	Chordata	Aves	Passeriformes	Pardalotidae	Gerygone	Gerygone palpebrosa subsp. palpebrosa
Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	Parus major subsp. subtibetanus
Animalia	Chordata	Aves	Passeriformes	Paridae	Periparus	Periparus Selys-Longchamps, 1884
Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	Parus cinctus Boddaert, 1783
Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	Poecile Kaup, 1829
Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	Poecile hudsonicus subsp. farleyi
Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	Poecile palustris subsp. italicus
Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	Poecile rufescens subsp. neglectus
Animalia	Chordata	Aves	Passeriformes	Parulidae	Basileuterus	Basileuterus luteoviridis striaticeps (Cabanis, 1873)
Animalia	Chordata	Aves	Passeriformes	Parulidae	Chloris	Chloris sinica subsp. sinica
Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica	Dendroica petechia armouri Greenway, 1933
Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica	Dendroica petechia chrysendeta Wetmore, 1946
Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica	Dendroica petechia sonorana Brewster, 1888
Animalia	Chordata	Aves	Passeriformes	Parulidae	Oreothlypis	Oreothlypis peregrina (Wilson, 1811)
Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus subsp. indicus
Animalia	Chordata	Aves	Passeriformes	Petroicidae	Pachycephalopsis	Pachycephalopsis hattamensis (Meyer, 1874)
Animalia	Chordata	Aves	Passeriformes	Petroicidae	Petroica	Petroica multicolor subsp. septentrionalis
Animalia	Chordata	Aves	Passeriformes	Petroicidae	Petroica	Petroica rodinogaster subsp. rodinogaster
Animalia	Chordata	Aves	Passeriformes	Petroicidae	Poecilodryas	Poecilodryas brachyura subsp. brachyura
Animalia	Chordata	Aves	Passeriformes	Petroicidae	Tregellasia	Tregellasia leucops subsp. leucops
Animalia	Chordata	Aves	Passeriformes	Peucedramidae	Peucedramus	Peucedramus taeniatus aurantiacus Ridgway, 1896
Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta	Coloburis Cabanis & Heine, 1860
Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta	Pitta erythrogaster novaehibernicae E. P. Ramsay, 1878
Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta	Pitta nipalensis (Hodgson, 1837)
Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta	Pitta versicolor intermedia Mathews, 1912
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Euplectes	Euplectes jacksoni (Sharpe, 1891)
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus baglafecht subsp. stuhlmanni
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus intermedius subsp. cabanisii
Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus	Ploceus nelicourvi (Scopoli, 1786)
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Andropadus	Andropadus masukuensis Shelley, 1897
Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus hualon Woxvold, Duckworth & Timmins, 2009
Animalia	Chordata	Aves	Passeriformes	Remizidae	Auriparus	Auriparus flaviceps subsp. acaciarum
Animalia	Chordata	Aves	Passeriformes	Remizidae	Remiz	Remiz coronatus (Severtzov, 1873)
Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus speluncae (Menetries, 1835)
Animalia	Chordata	Aves	Passeriformes	Rhipiduridae	Rhipidura	Rhipidura albicollis subsp. stanleyi
Animalia	Chordata	Aves	Passeriformes	Rhipiduridae	Rhipidura	Rhipidura dahli subsp. antonii
Animalia	Chordata	Aves	Passeriformes	Rhipiduridae	Rhipidura	Rhipidura leucophrys subsp. picata
Animalia	Chordata	Aves	Passeriformes	Rhipiduridae	Rhipidura	Rhipidura spilodera subsp. erythronota
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Aplonis	Aplonis grandis subsp. grandis
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Neocichla	Neocichla gutturalis subsp. angusta
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sarcops	Sarcops Walden, 1875
Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	Sturnus philippensis (Forster, 1781)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Abroscopus	Abroscopus albogularis subsp. fulvifacies
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Abroscopus	Abroscopus schisticeps subsp. flavimentalis
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus concinens subsp. concinens
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus melanopogon (Temminck, 1823)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Bathmocercus	Bathmocercus rufus subsp. rufus
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Cettia	Cettia annae (Hartlaub & Finsch, 1868)
Animalia	Chordata	Aves	Passeriformes	Sylviidae	Cettia	Cettia diphone subsp. diphone
